2/15/2018, , ,49.05,Tyler Zeller,C,$3900, , ,MIL,DEN,17.1,32.5,1.7,-0.46,4.4,14.02,22,9,12,17.56,0,0.89,0.82,15.45,13.4,0,1,55%,1.93,1.1,-0.6&nbsp;Collins  Wall  Wright,0.59,4,0.282,24,0.58, ,2,108.5,106,1,-2.5,214.5,67,11.3,$600,72%,27%,27%,11,11.5,-1.7,$900,71%,30%,24%,73,
2/15/2018, , ,48.3,Thon Maker,PF/C,$4100, , ,MIL,DEN,18,30.8,5.2,-0.56,4.4,15.99,26,17,20,18.56,0,0.72,0.76,10.54,13,0,1,13%,1.93,1.1,-0.6&nbsp;Collins  Wall  Wright,0.508,4.6,0.206,24,1.18, ,2,108.5,106,1,-2.5,214.5,67,13.3,$1100,76%,30%,23%,13,12.4,-1.7,$300,75%,24%,23%,90,
2/15/2018, , ,48,Kyle Kuzma,SF/PF,$6000, , ,LAL,@MIN,25.3,42.8,7.8,-2.76,4.2,23.34,27.1,21,25,28.06,0,0.95,0.94,14.7,21.8,2,1,97%,1.94,-5.2,-0.7&nbsp;Capers  Scott  VanDuyne,0.546,2.5,0.318,49,1.02,2A,1,108.5,118.5,2.2,10,227,39,23,$100,46%,30%,53%,13,28.2,0.7,$1200,68%,38%,31%,54,
2/15/2018, , ,45.95,Andrew Wiggins,SG/SF,$6400, , ,MIN,LAL,27.1,39.9,14.3,-2.96,4.2,20.22,36.2,26,30,30.06,0,0.8,0.79,13.05,22.2,4,1,24%,2.46,5.2,-0.7&nbsp;Capers  Scott  VanDuyne,0.505,1.9,0.426,41,1.7, ,2,118.5,108.5,2.2,-10,227,61,28.6,$300,66%,20%,33%,15,30.8,-0.2,$400,75%,24%,22%,86,
2/15/2018, , ,39.05,Jabari Parker,SF/PF,$4200, , ,MIL,DEN,16,29.8,2.2,-3.06,3.8,22.23,19,5,8,19.06,0,0.82,0.82,14.91,21,3,1,13%,1.28,1.1,-0.6&nbsp;Collins  Wall  Wright,0.538,2,0.296,28,1, ,2,108.5,106,1,-2.5,214.5,67,14.7,$-800,40%,0%,60%,5,14.7,-6.2,$-800,40%,0%,60%,5,
2/15/2018, , ,38.7,Tony Snell,SG/SF,$3500, , ,MIL,DEN,13.3,25,1.6,-2.26,3.8,9.61,28.3,5,8,15.56,0,0.49,0.44,8.71,9.9,2,1,31%,0.83,1.1,-0.6&nbsp;Collins  Wall  Wright,0.589,1.9,0.269,27,1.01, ,2,108.5,106,1,-2.5,214.5,67,12.7,$0,69%,30%,30%,13,15.5,-0.9,$-100,80%,42%,19%,84,
2/15/2018, , ,34.6,Nemanja Bjelica,SF/PF,$3500, , ,MIN,LAL,12,23.3,0.7,-3.56,3.4,14.3,15.5,2,4,15.56,0,0.8,0.86,14.03,14.4,0,1,31%,3.84,5.2,-0.7&nbsp;Capers  Scott  VanDuyne,0.629,4,0.207,28,0.8, ,2,118.5,108.5,2.2,-10,227,61,16.5,$500,73%,33%,26%,15,14.5,-0.7,$200,73%,30%,26%,56,
2/15/2018, , ,31.55,Tyus Jones,PG/SG,$3800, , ,MIN,LAL,12.2,23.6,0.8,-4.86,3.2,13.54,16,2,4,17.06,0,0.75,0.79,13.68,13.3,0,1,13%,3.7,5.2,-0.7&nbsp;Capers  Scott  VanDuyne,0.561,2.6,0.126,38,1.19, ,2,118.5,108.5,2.2,-10,227,61,13,$200,60%,26%,40%,15,13.1,-2.1,$800,67%,20%,30%,86,
2/15/2018, , ,30.1,Corey Brewer,SG/SF,$3200, , ,LAL,@MIN,9.4,18.9,-0.1,-4.66,2.9,14.75,15.5,0,1,14.06,0,0.67,0.74,8.84,13.8,1,1,55%,0.97,-5.2,-0.7&nbsp;Capers  Scott  VanDuyne,0.507,4.3,0.268,13,1.03,2A,1,108.5,118.5,2.2,10,227,39,11.9,$0,70%,20%,30%,10,9.9,-3.7,$-100,55%,14%,43%,76,
2/15/2018, , ,29.5,Channing Frye,PF/C,$3500, , ,LAL,@MIN,9.8,19.9,-0.3,-5.76,2.8,16.45,11.4,0,1,15.56,0,0.83,0.94,13.9,14.8,1,1,47%,4.19,-5.2,-0.7&nbsp;Capers  Scott  VanDuyne,0.609,3.6,0.221,21,0.8,2A,1,108.5,118.5,2.2,10,227,39,15,$300,55%,33%,44%,9,13.1,-3.2,$100,56%,21%,41%,82,
2/15/2018, , ,28.85,Sterling Brown,SG,$3500, , ,MIL,DEN,10.8,20.5,1.1,-4.76,3.1,12.65,16.5,0,1,15.56,0,0.69,0.64,9.93,12.8,1,1,31%,0.88,1.1,-0.6&nbsp;Collins  Wall  Wright,0.507,3.5,0.254,16,1.07, ,2,108.5,106,1,-2.5,214.5,67,14.3,$500,92%,38%,7%,13,10,-4.4,$500,61%,19%,38%,31,
2/15/2018, , ,28.35,Jason Terry,PG/SG,$3000, , ,MIL,DEN,7,14.7,-0.7,-6.06,2.3,10.28,14.4,0,1,13.06,0,0.54,0.61,8.2,10.5,0,1,86%,1.03,1.1,-0.6&nbsp;Collins  Wall  Wright,0.548,2.7,0.187,12,0.79, ,2,108.5,106,1,-2.5,214.5,67,8.1,$0,60%,0%,40%,10,8.6,-3.8,$0,58%,13%,41%,58,
2/15/2018, , ,27.3,Malik Beasley,PG/SG,$3300, , ,DEN,@MIL,8.9,19.2,-1.4,-5.66,2.7,20.03,13,0,1,14.56,0,0.62,0.51,8.1,15.4,0,1,47%,1.77,-1.1,-0.6&nbsp;Collins  Wall  Wright,0.486,2.4,0.318,10,0.39, ,2,106,108.5,1.5,2.5,214.5,33,4.4,$100,30%,0%,70%,10,7,-6.8,$300,42%,7%,57%,52,
2/15/2018, , ,27.25,Ivica Zubac,C,$3000, , ,LAL,@MIN,1.8,4.3,-0.7,-11.26,0.6,18.29,2,0,1,13.06,0,0.68,0.81,6.08,17,2,1,86%,4.19,-5.2,-0.7&nbsp;Capers  Scott  VanDuyne,0.456,4.4,0.202,7,0.82,2A,1,108.5,118.5,2.2,10,227,39,4.8,$0,16%,16%,66%,6,11.2,-5.8,$-800,39%,21%,54%,33,
2/15/2018, , ,26.75,Gary Payton II,PG/SG,$3000, , ,LAL,@MIN,1.3,3.1,-0.5,-11.76,0.4,14.82,2,0,1,13.06,0,0.65,0.51,8.3,14.6,1,1,86%,3.06,-5.2,-0.7&nbsp;Capers  Scott  VanDuyne,0.423,5.7,0.18,13,0.59,2A,1,108.5,118.5,2.2,10,227,39,4.5,$0,0%,0%,100%,3,7.2,-5.8,$0,42%,15%,57%,19,
2/15/2018, , ,22.05,Sean Kilpatrick,PG/SG,$3400, , ,MIL,DEN,6.6,14.8,-1.6,-8.46,1.9,21.06,8.9,0,1,15.06,0,0.82,0.86,9.06,21.5,2,1,39%,1.19,1.1,-0.6&nbsp;Collins  Wall  Wright,0.465,2.2,0.3,14,0.29, ,2,108.5,106,1,-2.5,214.5,67,7.6,$400,36%,18%,63%,11,12,-4.1,$-900,54%,23%,45%,51,
2/15/2018, , ,21.6,Tyler Ennis,PG/SG,$3300, , ,LAL,@MIN,1.6,3.9,-0.7,-12.96,0.5,18.04,2,0,1,14.56,0,0.77,0.67,8.88,16.7,1,1,47%,2.75,-5.2,-0.7&nbsp;Capers  Scott  VanDuyne,0.418,4.7,0.121,26,0.74,2A,1,108.5,118.5,2.2,10,227,39,7.9,$-400,50%,10%,50%,10,10.9,-3.8,$100,54%,20%,45%,55,
2/15/2018, , ,21.45,Darrell Arthur,PF,$3400, , ,DEN,@MIL,5.5,12.1,-1.1,-9.56,1.6,18.93,6.6,0,1,15.06,0,0.75,1.03,7.83,20.5,1,1,39%,1.41,-1.1,-0.6&nbsp;Collins  Wall  Wright,0.567,5.8,0.228,12,0.92, ,2,106,108.5,1.5,2.5,214.5,33,8.8,$400,50%,25%,50%,8,8.6,-5,$400,50%,15%,46%,26,
